snapshot_date,snapshot_ts,source,provider,instance_type,instance_family,gpu_name,gpu_variant,gpu_memory_gb,gpu_count,gpu_interconnect,vcpus,ram_gb,storage_desc,network_desc,region,zone,country,geo_group,pricing_type,commitment_period,price_per_hour,price_per_gpu_hour,currency,price_unit,available,available_count,os,tenancy,pre_installed_sw,raw_extra
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-2c-15g-10vram_preemptible,,A100,,10,1,,2,15.0,170 GB,,,,,,spot,,0.342,0.342,USD,hour,False,,,,,"{""monthly_cost_preemptible"":250,""locations"":[""ewr"",""nrt"",""blr""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-3c-32g-8vram,,A16,,8,1,,3,32.0,170 GB,,,,,,on_demand,,0.236,0.236,USD,hour,True,,,,,"{""monthly_cost"":172,""locations"":[""ewr"",""ord"",""atl"",""lhr"",""fra"",""sjc"",""nrt"",""sgp"",""blr""],""bandwidth"":3072,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-3c-32g-8vram_preemptible,,A16,,8,1,,3,32.0,170 GB,,,,,,spot,,0.236,0.236,USD,hour,False,,,,,"{""monthly_cost_preemptible"":172,""locations"":[""ewr"",""ord"",""atl"",""lhr"",""fra"",""sjc"",""nrt"",""sgp"",""blr""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-2c-10g-4vram,,A40,,4,1,,2,10.0,180 GB,,,,,,on_demand,,0.144,0.144,USD,hour,True,,,,,"{""monthly_cost"":105,""locations"":[""ewr"",""lhr"",""syd"",""nrt"",""blr""],""bandwidth"":4096,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-2c-10g-4vram_preemptible,,A40,,4,1,,2,10.0,180 GB,,,,,,spot,,0.144,0.144,USD,hour,False,,,,,"{""monthly_cost_preemptible"":105,""locations"":[""ewr"",""lhr"",""syd"",""nrt"",""blr""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-6c-64g-16vram,,A16,,16,1,,6,64.0,350 GB,,,,,,on_demand,,0.471,0.471,USD,hour,True,,,,,"{""monthly_cost"":344,""locations"":[""ewr"",""ord"",""atl"",""lhr"",""fra"",""sjc"",""nrt"",""sgp"",""blr""],""bandwidth"":6144,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-6c-64g-16vram_preemptible,,A16,,16,1,,6,64.0,350 GB,,,,,,spot,,0.471,0.471,USD,hour,False,,,,,"{""monthly_cost_preemptible"":344,""locations"":[""ewr"",""ord"",""atl"",""lhr"",""fra"",""sjc"",""nrt"",""sgp"",""blr""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-4c-20g-8vram,,A40,,8,1,,4,20.0,360 GB,,,,,,on_demand,,0.288,0.288,USD,hour,True,,,,,"{""monthly_cost"":210,""locations"":[""ewr"",""lhr"",""fra"",""syd"",""sgp""],""bandwidth"":5120,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-4c-20g-8vram_preemptible,,A40,,8,1,,4,20.0,360 GB,,,,,,spot,,0.288,0.288,USD,hour,False,,,,,"{""monthly_cost_preemptible"":210,""locations"":[""ewr"",""lhr"",""fra"",""syd"",""sgp""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-6c-30g-12vram,,A40,,12,1,,6,30.0,550 GB,,,,,,on_demand,,0.432,0.432,USD,hour,False,,,,,"{""monthly_cost"":315,""locations"":[],""bandwidth"":6144,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-6c-30g-12vram_preemptible,,A40,,12,1,,6,30.0,550 GB,,,,,,spot,,0.432,0.432,USD,hour,False,,,,,"{""monthly_cost_preemptible"":315,""locations"":[]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-3c-30g-20vram,,A100,,20,1,,3,30.0,700 GB,,,,,,on_demand,,0.616,0.616,USD,hour,True,,,,,"{""monthly_cost"":450,""locations"":[""nrt""],""bandwidth"":3072,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-3c-30g-20vram_preemptible,,A100,,20,1,,3,30.0,700 GB,,,,,,spot,,0.616,0.616,USD,hour,False,,,,,"{""monthly_cost_preemptible"":450,""locations"":[""nrt""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-12c-128g-32vram,,A16,,32,1,,12,128.0,700 GB,,,,,,on_demand,,0.942,0.942,USD,hour,True,,,,,"{""monthly_cost"":688,""locations"":[""ewr"",""ord"",""atl"",""lhr"",""fra"",""sjc"",""nrt"",""sgp"",""blr""],""bandwidth"":10240,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-12c-128g-32vram_preemptible,,A16,,32,1,,12,128.0,700 GB,,,,,,spot,,0.942,0.942,USD,hour,False,,,,,"{""monthly_cost_preemptible"":688,""locations"":[""ewr"",""ord"",""atl"",""lhr"",""fra"",""sjc"",""nrt"",""sgp"",""blr""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-8c-40g-16vram,,A40,,16,1,,8,40.0,740 GB,,,,,,on_demand,,0.575,0.575,USD,hour,True,,,,,"{""monthly_cost"":420,""locations"":[""ewr""],""bandwidth"":8192,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-8c-40g-16vram_preemptible,,A40,,16,1,,8,40.0,740 GB,,,,,,spot,,0.575,0.575,USD,hour,False,,,,,"{""monthly_cost_preemptible"":420,""locations"":[""ewr""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-12c-60g-24vram,,A40,,24,1,,12,60.0,1110 GB,,,,,,on_demand,,0.856,0.856,USD,hour,False,,,,,"{""monthly_cost"":625,""locations"":[],""bandwidth"":10240,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-12c-60g-24vram_preemptible,,A40,,24,1,,12,60.0,1110 GB,,,,,,spot,,0.856,0.856,USD,hour,False,,,,,"{""monthly_cost_preemptible"":625,""locations"":[]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-l40s-16c-180g-48vram,,L40S,,48,1,,16,180.0,1200 GB,,,,,,on_demand,,1.671,1.671,USD,hour,False,,,,,"{""monthly_cost"":1122.91,""locations"":[],""bandwidth"":10240,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-l40s-16c-180g-48vram_preemptible,,L40S,,48,1,,16,180.0,1200 GB,,,,,,spot,,1.671,1.671,USD,hour,False,,,,,"{""monthly_cost_preemptible"":1122.91,""locations"":[]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-24c-256g-64vram,,A16,,64,1,,24,256.0,1200 GB,,,,,,on_demand,,1.884,1.884,USD,hour,True,,,,,"{""monthly_cost"":1375,""locations"":[""ewr"",""ord"",""atl"",""fra"",""nrt"",""sgp"",""blr""],""bandwidth"":12288,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-24c-256g-64vram_preemptible,,A16,,64,1,,24,256.0,1200 GB,,,,,,spot,,1.884,1.884,USD,hour,False,,,,,"{""monthly_cost_preemptible"":1375,""locations"":[""ewr"",""ord"",""atl"",""fra"",""nrt"",""sgp"",""blr""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-6c-60g-40vram,,A100,,40,1,,6,60.0,1400 GB,,,,,,on_demand,,1.199,1.199,USD,hour,True,,,,,"{""monthly_cost"":875,""locations"":[""nrt""],""bandwidth"":6144,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-6c-60g-40vram_preemptible,,A100,,40,1,,6,60.0,1400 GB,,,,,,spot,,1.199,1.199,USD,hour,False,,,,,"{""monthly_cost_preemptible"":875,""locations"":[""nrt""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-12c-120g-80vram,,A100,,80,1,,12,120.0,1400 GB,,,,,,on_demand,,2.397,2.397,USD,hour,True,,,,,"{""monthly_cost"":1750,""locations"":[""nrt""],""bandwidth"":10240,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-12c-120g-80vram_preemptible,,A100,,80,1,,12,120.0,1400 GB,,,,,,spot,,2.397,2.397,USD,hour,False,,,,,"{""monthly_cost_preemptible"":1750,""locations"":[""nrt""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-24c-120g-48vram,,A40,,48,1,,24,120.0,1400 GB,,,,,,on_demand,,1.712,1.712,USD,hour,False,,,,,"{""monthly_cost"":1250,""locations"":[],""bandwidth"":15360,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-24c-120g-48vram_preemptible,,A40,,48,1,,24,120.0,1400 GB,,,,,,spot,,1.712,1.712,USD,hour,False,,,,,"{""monthly_cost_preemptible"":1250,""locations"":[]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-24c-240g-160vram,,A100,,160,1,,24,240.0,1400 GB,,,,,,on_demand,,4.795,4.795,USD,hour,True,,,,,"{""monthly_cost"":3500,""locations"":[""nrt""],""bandwidth"":10240,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-24c-240g-160vram_preemptible,,A100,,160,1,,24,240.0,1400 GB,,,,,,spot,,4.795,4.795,USD,hour,False,,,,,"{""monthly_cost_preemptible"":3500,""locations"":[""nrt""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-48c-480g-320vram,,A100,,320,1,,48,480.0,1400 GB,,,,,,on_demand,,9.589,9.589,USD,hour,True,,,,,"{""monthly_cost"":7000,""locations"":[""nrt""],""bandwidth"":15360,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-48c-480g-320vram_preemptible,,A100,,320,1,,48,480.0,1400 GB,,,,,,spot,,9.589,9.589,USD,hour,False,,,,,"{""monthly_cost_preemptible"":7000,""locations"":[""nrt""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-96c-480g-192vram,,A40,,192,1,,96,480.0,1400 GB,,,,,,on_demand,,6.849,6.849,USD,hour,False,,,,,"{""monthly_cost"":5000,""locations"":[],""bandwidth"":61440,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a40-96c-480g-192vram_preemptible,,A40,,192,1,,96,480.0,1400 GB,,,,,,spot,,6.849,6.849,USD,hour,False,,,,,"{""monthly_cost_preemptible"":5000,""locations"":[]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-48c-496g-128vram,,A16,,128,1,,48,496.0,1500 GB,,,,,,on_demand,,3.767,3.767,USD,hour,True,,,,,"{""monthly_cost"":2750,""locations"":[""atl"",""fra"",""sgp"",""blr""],""bandwidth"":15360,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-48c-496g-128vram_preemptible,,A16,,128,1,,48,496.0,1500 GB,,,,,,spot,,3.767,3.767,USD,hour,False,,,,,"{""monthly_cost_preemptible"":2750,""locations"":[""atl"",""fra"",""sgp"",""blr""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-96c-960g-256vram,,A16,,256,1,,96,960.0,1700 GB,,,,,,on_demand,,7.534,7.534,USD,hour,True,,,,,"{""monthly_cost"":5500,""locations"":[""atl"",""sgp""],""bandwidth"":25600,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a16-96c-960g-256vram_preemptible,,A16,,256,1,,96,960.0,1700 GB,,,,,,spot,,7.534,7.534,USD,hour,False,,,,,"{""monthly_cost_preemptible"":5500,""locations"":[""atl"",""sgp""]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-l40s-32c-375g-96vram,,L40S,,96,1,,32,375.0,2200 GB,,,,,,on_demand,,3.342,3.342,USD,hour,False,,,,,"{""monthly_cost"":2245.82,""locations"":[],""bandwidth"":10240,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-l40s-32c-375g-96vram_preemptible,,L40S,,96,1,,32,375.0,2200 GB,,,,,,spot,,3.342,3.342,USD,hour,False,,,,,"{""monthly_cost_preemptible"":2245.82,""locations"":[]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-96c-960g-640vram,,A100,,640,1,,96,960.0,2200 GB,,,,,,on_demand,,19.178,19.178,USD,hour,False,,,,,"{""monthly_cost"":14000,""locations"":[],""bandwidth"":25600,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-a100-96c-960g-640vram_preemptible,,A100,,640,1,,96,960.0,2200 GB,,,,,,spot,,19.178,19.178,USD,hour,False,,,,,"{""monthly_cost_preemptible"":14000,""locations"":[]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-l40s-64c-750g-192vram,,L40S,,192,1,,64,750.0,2600 GB,,,,,,on_demand,,6.684,6.684,USD,hour,False,,,,,"{""monthly_cost"":4491.65,""locations"":[],""bandwidth"":15360,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-l40s-64c-750g-192vram_preemptible,,L40S,,192,1,,64,750.0,2600 GB,,,,,,spot,,6.684,6.684,USD,hour,False,,,,,"{""monthly_cost_preemptible"":4491.65,""locations"":[]}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-l40s-128c-1500g-384vram,,L40S,,384,1,,128,1500.0,3400 GB,,,,,,on_demand,,13.368,13.368,USD,hour,False,,,,,"{""monthly_cost"":8983.3,""locations"":[],""bandwidth"":25600,""deploy_ondemand"":true}"
2026-03-22,2026-03-22T23:41:06Z,vultr,vultr,vcg-l40s-128c-1500g-384vram_preemptible,,L40S,,384,1,,128,1500.0,3400 GB,,,,,,spot,,13.368,13.368,USD,hour,False,,,,,"{""monthly_cost_preemptible"":8983.3,""locations"":[]}"
