snapshot_date,snapshot_ts,source,provider,instance_type,instance_family,gpu_name,gpu_variant,gpu_memory_gb,gpu_count,gpu_interconnect,vcpus,ram_gb,storage_desc,network_desc,region,zone,country,geo_group,pricing_type,commitment_period,price_per_hour,price_per_gpu_hour,currency,price_unit,available,available_count,os,tenancy,pre_installed_sw,raw_extra
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A6000x8,,RTX A6000,,384,8,,62,192,2048,,,,,,on_demand,,4.4,0.55,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A6000x2,,RTX A6000,,96,2,,14,96,512,,,,,,on_demand,,1.24,0.62,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A6000x4,,RTX A6000,,192,4,,30,192,1024,,,,,,on_demand,,2.48,0.62,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A6000x8,,RTX A6000,,384,8,,62,384,2048,,,,,,on_demand,,4.96,0.62,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A6000x1,,RTX A6000,,48,1,,6,96,300,,,,,,on_demand,,0.57,0.57,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A6000x2,,RTX A6000,,96,2,,14,192,600,,,,,,on_demand,,1.14,0.57,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A6000x4,,RTX A6000,,192,4,,30,384,1200,,,,,,on_demand,,2.28,0.57,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A6000x8,,RTX A6000,,384,8,,62,768,2400,,,,,,on_demand,,4.56,0.57,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A5000x1,,RTX A5000,,24,1,,10,32,256,,,,,,on_demand,,0.44,0.44,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A5000x2,,RTX A5000,,48,2,,20,64,512,,,,,,on_demand,,0.88,0.44,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A5000x4,,RTX A5000,,96,4,,40,128,1024,,,,,,on_demand,,1.76,0.44,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A5000x8,,RTX A5000,,192,8,,62,256,1024,,,,,,on_demand,,3.52,0.44,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A5000x1,,RTX A5000,,24,1,,16,48,256,,,,,,on_demand,,0.35,0.35,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A5000x2,,RTX A5000,,48,2,,30,96,512,,,,,,on_demand,,0.7,0.35,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A5000x4,,RTX A5000,,96,4,,50,192,1024,,,,,,on_demand,,1.4,0.35,USD,hour,True,,,,,
2026-03-22,2026-03-22T23:57:07Z,massedcompute,massedcompute,A5000x8,,RTX A5000,,192,8,,94,384,2048,,,,,,on_demand,,2.8,0.35,USD,hour,True,,,,,
