snapshot_date,snapshot_ts,source,provider,instance_type,instance_family,gpu_name,gpu_variant,gpu_memory_gb,gpu_count,gpu_interconnect,vcpus,ram_gb,storage_desc,network_desc,region,zone,country,geo_group,pricing_type,commitment_period,price_per_hour,price_per_gpu_hour,currency,price_unit,available,available_count,os,tenancy,pre_installed_sw,raw_extra
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-235b-a22b-thinking-2507,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-235b-a22b-thinking-2507"",""input_price"":""$0.3 /Mt"",""output_price"":""$3 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-235b-a22b-instruct-2507,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-235b-a22b-instruct-2507"",""input_price"":""$0.09 /Mt"",""output_price"":""$0.58 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen-2.5-72b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen-2.5-72b-instruct"",""input_price"":""$0.38 /Mt"",""output_price"":""$0.4 /Mt"",""context_length"":""32,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-235b-a22b-fp8,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-235b-a22b-fp8"",""input_price"":""$0.2 /Mt"",""output_price"":""$0.8 /Mt"",""context_length"":""40,960""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen2.5-vl-72b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen2.5-vl-72b-instruct"",""input_price"":""$0.8 /Mt"",""output_price"":""$0.8 /Mt"",""context_length"":""32,768""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-32b-fp8,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-32b-fp8"",""input_price"":""$0.1 /Mt"",""output_price"":""$0.45 /Mt"",""context_length"":""40,960""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-30b-a3b-fp8,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-30b-a3b-fp8"",""input_price"":""$0.09 /Mt"",""output_price"":""$0.45 /Mt"",""context_length"":""40,960""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-vl-8b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-vl-8b-instruct"",""input_price"":""$0.08 /Mt"",""output_price"":""$0.5 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-vl-30b-a3b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-vl-30b-a3b-instruct"",""input_price"":""$0.2 /Mt"",""output_price"":""$0.7 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-vl-30b-a3b-thinking,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-vl-30b-a3b-thinking"",""input_price"":""$0.2 /Mt"",""output_price"":""$1 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-omni-30b-a3b-thinking,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-omni-30b-a3b-thinking"",""input_price"":""-"",""output_price"":""Omnimodal"",""context_length"":""65,536""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-omni-30b-a3b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-omni-30b-a3b-instruct"",""input_price"":""-"",""output_price"":""Omnimodal"",""context_length"":""65,536""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen-mt-plus,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen-mt-plus"",""input_price"":""$0.25 /Mt"",""output_price"":""$0.75 /Mt"",""context_length"":""16,384""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen3-4b-fp8,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen3-4b-fp8"",""input_price"":""$0.03 /Mt"",""output_price"":""$0.03 /Mt"",""context_length"":""128,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,qwen/qwen2.5-7b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""qwen/qwen2.5-7b-instruct"",""input_price"":""$0.07 /Mt"",""output_price"":""$0.07 /Mt"",""context_length"":""32,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,baidu/ernie-4.5-21B-a3b-thinking,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""baidu/ernie-4.5-21B-a3b-thinking"",""input_price"":""$0.07 /Mt"",""output_price"":""$0.28 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,baidu/ernie-4.5-vl-424b-a47b,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""baidu/ernie-4.5-vl-424b-a47b"",""input_price"":""$0.42 /Mt"",""output_price"":""$1.25 /Mt"",""context_length"":""123,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,baidu/ernie-4.5-300b-a47b-paddle,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""baidu/ernie-4.5-300b-a47b-paddle"",""input_price"":""$0.28 /Mt"",""output_price"":""$1.1 /Mt"",""context_length"":""123,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,baidu/ernie-4.5-vl-28b-a3b-thinking,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""baidu/ernie-4.5-vl-28b-a3b-thinking"",""input_price"":""$0.39 /Mt"",""output_price"":""$0.39 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,baidu/ernie-4.5-vl-28b-a3b,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""baidu/ernie-4.5-vl-28b-a3b"",""input_price"":""$0.14 /Mt"",""output_price"":""$0.56 /Mt"",""context_length"":""30,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,baidu/ernie-4.5-21B-a3b,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""baidu/ernie-4.5-21B-a3b"",""input_price"":""$0.07 /Mt"",""output_price"":""$0.28 /Mt"",""context_length"":""120,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/glm-4.7-flash,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/glm-4.7-flash"",""input_price"":""$0.07 /Mt\u00b7 Cache Read $0.01 /Mt"",""output_price"":""$0.4 /Mt"",""context_length"":""200,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/glm-5,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/glm-5"",""input_price"":""$1 /Mt\u00b7 Cache Read $0.2 /Mt"",""output_price"":""$3.2 /Mt"",""context_length"":""202,800""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/glm-4.7,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/glm-4.7"",""input_price"":""$0.6 /Mt\u00b7 Cache Read $0.11 /Mt"",""output_price"":""$2.2 /Mt"",""context_length"":""204,800""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/autoglm-phone-9b-multilingual,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/autoglm-phone-9b-multilingual"",""input_price"":""$0.035 /Mt"",""output_price"":""$0.138 /Mt"",""context_length"":""65,536""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/glm-4.6v,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/glm-4.6v"",""input_price"":""$0.3 /Mt\u00b7 Cache Read $0.055 /Mt"",""output_price"":""$0.9 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/glm-4.6,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/glm-4.6"",""input_price"":""$0.55 /Mt\u00b7 Cache Read $0.11 /Mt"",""output_price"":""$2.2 /Mt"",""context_length"":""204,800""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/glm-4.5,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/glm-4.5"",""input_price"":""$0.6 /Mt\u00b7 Cache Read $0.11 /Mt"",""output_price"":""$2.2 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/glm-4.5v,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/glm-4.5v"",""input_price"":""$0.6 /Mt\u00b7 Cache Read $0.11 /Mt"",""output_price"":""$1.8 /Mt"",""context_length"":""65,536""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,zai-org/glm-4.5-air,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""zai-org/glm-4.5-air"",""input_price"":""$0.13 /Mt\u00b7 Cache Read $0.025 /Mt"",""output_price"":""$0.85 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,sao10k/l3-70b-euryale-v2.1,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""sao10k/l3-70b-euryale-v2.1"",""input_price"":""$1.48 /Mt"",""output_price"":""$1.48 /Mt"",""context_length"":""8,192""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,sao10k/l3-8b-lunaris,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""sao10k/l3-8b-lunaris"",""input_price"":""$0.05 /Mt"",""output_price"":""$0.05 /Mt"",""context_length"":""8,192""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,Sao10K/L3-8B-Stheno-v3.2,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""Sao10K/L3-8B-Stheno-v3.2"",""input_price"":""$0.05 /Mt"",""output_price"":""$0.05 /Mt"",""context_length"":""8,192""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,sao10k/l31-70b-euryale-v2.2,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""sao10k/l31-70b-euryale-v2.2"",""input_price"":""$1.48 /Mt"",""output_price"":""$1.48 /Mt"",""context_length"":""8,192""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,minimax/minimax-m2.7,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""minimax/minimax-m2.7"",""input_price"":""$0.3 /Mt\u00b7 Cache Read $0.06 /Mt"",""output_price"":""$1.2 /Mt"",""context_length"":""204,800""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,minimax/minimax-m2.5-highspeed,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""minimax/minimax-m2.5-highspeed"",""input_price"":""$0.6 /Mt\u00b7 Cache Read $0.03 /Mt"",""output_price"":""$2.4 /Mt"",""context_length"":""204,800""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,minimax/minimax-m2.5,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""minimax/minimax-m2.5"",""input_price"":""$0.3 /Mt\u00b7 Cache Read $0.03 /Mt"",""output_price"":""$1.2 /Mt"",""context_length"":""204,800""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,minimax/minimax-m2.1,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""minimax/minimax-m2.1"",""input_price"":""$0.3 /Mt\u00b7 Cache Read $0.03 /Mt"",""output_price"":""$1.2 /Mt"",""context_length"":""204,800""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,minimax/minimax-m2,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""minimax/minimax-m2"",""input_price"":""$0.3 /Mt\u00b7 Cache Read $0.03 /Mt"",""output_price"":""$1.2 /Mt"",""context_length"":""204,800""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,minimaxai/minimax-m1-80k,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""minimaxai/minimax-m1-80k"",""input_price"":""$0.55 /Mt"",""output_price"":""$2.2 /Mt"",""context_length"":""1,000,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,moonshotai/kimi-k2.5,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""moonshotai/kimi-k2.5"",""input_price"":""$0.6 /Mt\u00b7 Cache Read $0.1 /Mt"",""output_price"":""$3 /Mt"",""context_length"":""262,144""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,moonshotai/kimi-k2-thinking,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""moonshotai/kimi-k2-thinking"",""input_price"":""$0.6 /Mt\u00b7 Cache Read $0.15 /Mt"",""output_price"":""$2.5 /Mt"",""context_length"":""262,144""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,moonshotai/kimi-k2-0905,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""moonshotai/kimi-k2-0905"",""input_price"":""$0.6 /Mt"",""output_price"":""$2.5 /Mt"",""context_length"":""262,144""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,moonshotai/kimi-k2-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""moonshotai/kimi-k2-instruct"",""input_price"":""$0.57 /Mt"",""output_price"":""$2.3 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,kwaipilot/kat-coder-pro,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""kwaipilot/kat-coder-pro"",""input_price"":""$0.3 /Mt\u00b7 Cache Read $0.06 /Mt"",""output_price"":""$1.2 /Mt"",""context_length"":""256,000""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,openai/gpt-oss-120b,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""openai/gpt-oss-120b"",""input_price"":""$0.05 /Mt"",""output_price"":""$0.25 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,openai/gpt-oss-20b,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""openai/gpt-oss-20b"",""input_price"":""$0.04 /Mt"",""output_price"":""$0.15 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,meta-llama/llama-3.1-8b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""meta-llama/llama-3.1-8b-instruct"",""input_price"":""$0.02 /Mt"",""output_price"":""$0.05 /Mt"",""context_length"":""16,384""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,meta-llama/llama-3.3-70b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""meta-llama/llama-3.3-70b-instruct"",""input_price"":""$0.135 /Mt"",""output_price"":""$0.4 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,meta-llama/llama-3-8b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""meta-llama/llama-3-8b-instruct"",""input_price"":""$0.04 /Mt"",""output_price"":""$0.04 /Mt"",""context_length"":""8,192""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,meta-llama/llama-3-70b-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""meta-llama/llama-3-70b-instruct"",""input_price"":""$0.51 /Mt"",""output_price"":""$0.74 /Mt"",""context_length"":""8,192""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,meta-llama/llama-4-maverick-17b-128e-instruct-fp8,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""meta-llama/llama-4-maverick-17b-128e-instruct-fp8"",""input_price"":""$0.27 /Mt"",""output_price"":""$0.85 /Mt"",""context_length"":""1,048,576""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,meta-llama/llama-4-scout-17b-16e-instruct,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""meta-llama/llama-4-scout-17b-16e-instruct"",""input_price"":""$0.18 /Mt"",""output_price"":""$0.59 /Mt"",""context_length"":""131,072""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,mistralai/mistral-nemo,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""mistralai/mistral-nemo"",""input_price"":""$0.04 /Mt"",""output_price"":""$0.17 /Mt"",""context_length"":""60,288""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,google/gemma-3-27b-it,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""google/gemma-3-27b-it"",""input_price"":""$0.119 /Mt"",""output_price"":""$0.2 /Mt"",""context_length"":""98,304""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,xiaomimimo/mimo-v2-flash,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""xiaomimimo/mimo-v2-flash"",""input_price"":""$0.1 /Mt\u00b7 Cache Read $0.02 /Mt"",""output_price"":""$0.3 /Mt"",""context_length"":""262,144""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,microsoft/wizardlm-2-8x22b,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""microsoft/wizardlm-2-8x22b"",""input_price"":""$0.62 /Mt"",""output_price"":""$0.62 /Mt"",""context_length"":""65,535""}"
2026-03-22,2026-03-22T23:34:16Z,novita,novita,nousresearch/hermes-2-pro-llama-3-8b,,,,,,,,,,,,,,,inference,,0,0,USD,token,True,,,,,"{""model_name"":""nousresearch/hermes-2-pro-llama-3-8b"",""input_price"":""$0.14 /Mt"",""output_price"":""$0.14 /Mt"",""context_length"":""8,192""}"
